0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
1000, 0, 0
1000, 0, 0
1000, 0, 0
1000, 0, 0
1000, 0, 0
1000, 0, 0
1000, 0, 0
1000, 0, 0
1000, 0, 0
1000, 0, 0
500, 500, 0
500, 500, 0
500, 500, 0
500, 500, 0
500, 500, 0
500, 500, 0
500, 500, 0
500, 500, 0
500, 500, 0
500, 500, 0
0, 200, 0
0, 200, 0
0, 200, 0
0, 200, 0
0, 200, 0
0, 200, 0
0, 200, 0
0, 200, 0
0, 200, 0
0, 200, 0
-200, 0, 0
-200, 0, 0
-200, 0, 0
-200, 0, 0
-200, 0, 0
-200, 0, 0
-200, 0, 0
-200, 0, 0
-200, 0, 0
-200, 0, 0
0, -200, 0
0, -200, 0
0, -200, 0
0, -200, 0
0, -200, 0
0, -200, 0
0, -200, 0
0, -200, 0
0, -200, 0
0, -200, 0
0, 0, 500
0, 0, 500
0, 0, 500
0, 0, 500
0, 0, 500
0, 0, 500
0, 0, 500
0, 0, 500
0, 0, 500
0, 0, 500
0, 0, -500
0, 0, -500
0, 0, -500
0, 0, -500
0, 0, -500
0, 0, -500
0, 0, -500
0, 0, -500
0, 0, -500
0, 0, -500
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
0, 0, 0
